id,name,description,address,city,state,zip_code,phone,email,website,services,website_valid
272,Gunner Roofing,"Gunner Roofing is a premier contracting company that specializes in providing top-notch roofing, siding, and window solutions to homeowners and businesses alike. With a focus on quality and customer satisfaction, our team of experts is dedicated to delivering exceptional results that exceed expectations. From roof replacements to skylight installations, we've got you covered with our comprehensive range of services.","194 South Water Street, Greenwich, CT, 06830",Greenwich,CT,6830,18662626005,,http://www.gunnerroofing.com,"[""Roofing, siding, and window contractor specializing in roof replacements, siding and window replacements, skylight, gutter, and downspout installation. Offers GAF Energy solar shingles.""]",False
273,Alpha Energy Management,"Alpha Energy Management harnesses the power of solar energy and innovative battery storage solutions to revolutionize the way businesses approach sustainable energy management. By integrating cutting-edge technology with expert consulting, we empower organizations to reduce their carbon footprint, lower energy costs, and thrive in a cleaner, more efficient future.","48273, Lakeview Blvd, Fremont, CA, 94538",Fremont,CA,94538,15105507161,[email protected],http://www.alphaenergyinc.com/,"[""Provides a full holistic approach to clean & sustainable energy using solar, battery storage & other energy efficiency measures solutions.""]",True
274,Sun Energy Systems,"Sun Energy Systems harnesses the power of renewable energy to illuminate your path to a sustainable future. As an authorized dealer for FranklinWH and Tesla Powerwall 3 energy systems, we provide innovative solutions for energy storage and backup needs. Trust us to guide you through the transition to a cleaner, greener energy landscape.",not available,not available,not available,,18444757999,Unknown,http://solar-motion.com,"[""renewable energy systems, sun energy systems, Energy storage & back-up installer, Authorized to deal these trusted brands: FranklinWH, TESLA POWERWALL 3 ENERGY SYSTEM""]",True
275,"GeoPeak Energy, LLC","GeoPeak Energy, LLC is a pioneer in harnessing the power of renewable energy, providing innovative solutions for commercial and utility-scale solar projects. With a focus on sustainability and efficiency, our team of experts delivers top-notch design, engineering, and project management services to ensure maximum energy yield. Trust us to power your business with clean, reliable, and cost-effective energy solutions.","285 Davidson Avenue, Somerset, NJ, 08873",Somerset,NJ,8873,18885264478,,http://www.geopeakenergy.com,"[""Commercial & Utility Solar, Renewable Energy Benefits, Commercial Services, Energy Renewables, Design & Engineering, Solar Project Management, Energy System Maintenance, Media, News and Press, Project Pictures, Videos, Project 360° Tours, Investors""]",False
276,48Solar & Roofing,"48Solar & Roofing: Empowering Sustainable Living through Innovative Solutions. We specialize in harnessing the power of the sun to fuel homes and businesses, while providing expert roofing services and energy-efficient solutions. Our team of experts is dedicated to delivering exceptional results, ensuring your home or business is protected and powered for generations to come. By combining cutting-edge technology with eco-friendly practices, we're revolutionizing the way we live and work. Join the solar revolution with 48Solar & Roofing.","13961 Campo Road, #119, Jamul, CA, 91935",Jamul,CA,91935,16194780660,info@48solar.com,http://www.48solar.com/,"[""Solar Power for Homes, Solar Power for Businesses, Cleaning Solar Panels, Roofing, Roof Coatings, Home Energy Audit, Bird Proofing Solar Panels, Backup Generators""]",True
277,Affordable Solar Services,"At Affordable Solar Services, we empower homeowners and businesses to harness the power of the sun. With our comprehensive range of solar solutions, including panel and battery installation, pool heating, and backup power systems, we help our clients reduce their carbon footprint and save on energy costs. Our team of experts is dedicated to providing top-notch service and ensuring a seamless transition to renewable energy.","2870 Kirby Circle #3, Palm Bay, FL, 32905",Palm Bay,FL,32905,13215766156,office@affordablesolarservices.com,http://affordablesolarservices.com,"[""Solar Panel & Battery Installation & Service, Solar Pool Heating, Solar Panel Removal and Reinstall, Solar Power Systems (PV), Solar Pool Heating, Solar Water Heating, Battery backup Power""]",True
278,1 Sun Solar Electric,"At 1 Sun Solar Electric, we specialize in harnessing the power of the sun to transform residential, commercial, nonprofit, and governmental spaces. Our team of experts designs and installs top-notch solar PV systems, LED lighting solutions, and EV charging stations. We pride ourselves on providing reliable maintenance services to ensure our clients' systems run smoothly and efficiently. Join us in our mission to create a more sustainable future, one solar panel at a time.","2708, Highland Drive, Las Vegas, Nevada, 89109",Las Vegas,NV,89109,17023099300,[email protected],http://www.1sunsolarelectric.com,"[""Specializing in residential, commercial, nonprofit and governmental solar PV installations, LED Lighting, Maintenance, EV Charging""]",False
279,"Alliance Roofing Company, Inc.","At Alliance Roofing Company, Inc., we're dedicated to delivering exceptional roofing and waterproofing solutions that meet the unique needs of our commercial clients. Our comprehensive range of services includes roofing systems, low slope roofing, steep slope roofing, and more. With a focus on preventive maintenance and 24-hour leak response, we ensure that your building stays protected and secure. Trust us to handle all your Division 7 Construction needs and more.","630 Martin Avenue, Santa Clara, CA, 95050",Santa Clara,CA,95050,14082612595,info@allianceroofingcal.com,http://allianceroofingcal.squarespace.com,"[""Commercial roofing and waterproofing contractor. Services include roofing systems, low slope roofing, steep slope roofing, cool roofs, green roofs, solar roofs, waterproofing and coatings, below-grade waterproofing, blind-side waterproofing, podium & plaza waterproofing, traffic & pedestrian coatings, 24-hour leak response, preventive roof maintenance, tenant improvements, roof condition reports, and Division 7 Construction.""]",True
280,"Distributive Solar, LLC","Distributive Solar, LLC empowers homeowners and businesses to harness the limitless power of the sun. Our comprehensive solutions combine top-notch solar panels, expert installation, and personalized service to maximize energy efficiency and savings. With a focus on customer satisfaction and community development, we're dedicated to a brighter, more sustainable future.","810 Dominican Dr., Suite 3000, Nashville, TN 37228",Nashville,TN,37228,16152072547,info@distributivesolar.com,https://www.distributivesolar.com,"[""Residential and commercial solar solutions, solar energy grants, roofing services, solar rebate assistance, and more""]",True
281,Construction Concern Inc.,"At Construction Concern Inc., we pride ourselves on delivering top-notch services to our clients. From window replacement to kitchen remodeling, our team of experts is dedicated to bringing your vision to life. With a focus on quality and attention to detail, we strive to build lasting relationships and create spaces that exceed your expectations.","22916, Lyons Ave., Suite 4A, Newhall, CA, 91321",Newhall,CA,91321,18004791001,,http://www.constructionconcern.com,"[""General contractor and home renovator, offering services such as Window Replacement, Siding Replacement, Texture Coating & Painting, Heating and Air Conditioning, Shutter Replacement, Kitchen & Bathroom Remodeling, Room Additions, and Solar Installation.""]",False
282,EPIC NRG CA TX,"EPIC NRG CA TX empowers a sustainable future by providing innovative solar energy solutions, including solar energy systems, electric vehicle charging stations, and solar energy storage. Our expert team ensures a seamless experience from permitting to installation, backed by a comprehensive warranty and unparalleled peace of mind.",California,Los Angeles,CA,,16198348208,ANDREW@XSOLARINC.COM,https://www.xsolarinc.com,"[""Description of business, products, or services offered: Solar Energy System, Electric Vehicle Charging, Solar Energy / Battery Storage, Permitting, Installation, Warranty, and Peace of Mind""]",True
283,Ecohouse Solar,"Ecohouse Solar - your trusted solar panel installation and service experts in Greater Columbus. For over 20 years, we've been empowering homeowners and businesses to harness the power of the sun, reducing their carbon footprint and energy bills. Our team of experts provides top-notch service, ensuring a seamless installation process and long-term peace of mind. Experience the benefits of solar energy with Ecohouse Solar.","4350 Equity Drive, Columbus, OH 43228",Columbus,OH,43228,16144567641,info@ecohousesolar.com,http://www.ecohousesolar.com,"[""Solar panel installation and service experts specializing in serving customers in Greater Columbus for over 20 years.""]",False
284,Infinite Energy,"At Infinite Energy, we're dedicated to harnessing the limitless power of the sun to fuel your home, business, and community. Our comprehensive solutions for residential, light commercial, and farm & vineyard solar installations, paired with Home Batteries, Backup Generators, and expert roofing and HVAC services, empower you to take control of your energy needs. Trust us to transform your space into a sustainable haven, where energy meets innovation.","12178 Tributary Point Dr, Rancho Cordova, CA, 95670",Rancho Cordova,CA,95670,15303335060,,http://www.infiniteenergyco.com,"[""Residential, light commercial, farm & vineyard solar solutions, Home Batteries, Backup Generators, Roofing, HVAC, Windows, Electrical, Siding, Window Replacement, Solar Installation, HVAC, and Roofing.""]",False
285,Aurora Solar Panels,"Aurora Solar Panels is a cutting-edge technology company revolutionizing the way we harness the power of the sun. Our solar panels are designed to maximize energy efficiency, durability, and sustainability, making them the perfect solution for homes, businesses, and communities around the world.","Aurora, IL 60506",Aurora,IL,60506,13312585424,,http://www.aurorasolarpanels.com,"[""Not available""]",False
286,JG Power Company,"At JG Power Company, we empower your home and business with innovative solar and electrical solutions. With a comprehensive range of services, from solar installation to electrical panel upgrades, we ensure seamless energy management. Trust us to illuminate your path to efficiency and sustainability.",not available,not available,not available,,17147175223,,http://www.jgpowercompany.com,"[""All Your Solar and Electrical Needs. Commercial, Residential, Industrial, Electrical Services. Solar Installation, Service Panel Upgrade, 120V 240V 277V 480V, New Circuits, Ceiling Fans, Outlets & Switches, Bath Fans, Upgrade Service Panel & Sub Panel, Low Voltage Lighting, Transformers, Breaker replacement, Patio & Yard Lights, Pool & Spa Electrical, Track Lights & Accent Lighting (Dimmer), Sub Panel.""]",True
287,Daily Green Power,"At Daily Green Power LLC, we harness the power of sustainability to illuminate the path to a brighter future. Our solar panel installation services in Elizabethtown KY empower residential, commercial, and industrial establishments to thrive in harmony with the environment. With our expertise, businesses can reduce their carbon footprint, mitigate energy costs, and join the journey towards a greener tomorrow.","1105 Juliana Ct, Suite 6, Elizabethtown, KY, 42701",Elizabethtown,KY,42701,12705063625,david.gomez@dailygreenpower.com,http://www.dailygreenpower.com,"[""Daily Green Power LLC is a renowned leader in delivering sustainable energy solutions. Offering top-notch solar panel installation services in Elizabethtown KY, we specialize in providing renewable energy applications for diverse establishments, including residential, commercial, and industrial spaces.""]",False
288,"J.L. Adler Roofing & Sheet Metal, Inc.","At J.L. Adler Roofing & Sheet Metal, Inc., we're dedicated to empowering our clients with comprehensive roofing solutions. Our team of experts provides top-notch services for commercial and industrial properties, including new construction, roof replacement, repair, sheet metal fabrication, and solar installation. We also offer analysis, consulting, surveys, reports, and budgeting assistance to ensure our clients' roofing needs are met with precision and care.","779 Joyce Road, Joliet, Illinois, 60436",Joliet,IL,60436,18157731200,info@adlerroofing.com,http://www.adlerroofing.com/,"[""Commercial and industrial roofing contractor, offering services such as new construction, roof replacement, repair, sheet metal, and solar. Also provides analysis, consulting, surveys, reports, and budgeting assistance.""]",True
289,CW Electric,"At CW Electric, we harness the power of innovation to deliver exceptional solar and commercial electrical solutions. With a commitment to excellence and a passion for customer satisfaction, our dedicated team of experts works tirelessly to ensure that every project meets the highest standards of quality and reliability. By combining cutting-edge technology with a deep understanding of our clients' unique needs, we empower businesses to thrive in a rapidly changing world.","55 Tuscan Dr, Paradise, CA, 95969",Paradise,CA,95969,15308723443,not available,not available,"[""Solar & Commercial Electrical Contractor""]",False
290,Innovative Energy,"At Innovative Energy Solutions, we revolutionize the way businesses harness the power of renewable energy. Our expertise in solar and wind power systems, grid-tied and off-grid electrical power solutions, design, sales, installation, consulting, and service enables businesses to reduce their carbon footprint and thrive in a sustainable future.

Our mission is to pioneer a cleaner, more efficient, and more reliable energy landscape, empowering businesses to make a positive impact on the environment, while driving growth and profitability.","1760 Airport Road, Breckenridge, CO, 80424",Breckenridge,CO,80424,19704535384,reception@insul.net,https://www.innovativeenergy.com,"[""Renewable Energy systems, solar and wind, grid-tied and off-grid electrical power systems, design, sales, installation, consulting and service""]",True
291,Acme Electric Company,"At Acme Electric Company, we empower Eastern Iowa's residential, commercial, and industrial communities with innovative electrical solutions. Our comprehensive services range from residential and commercial electrical services to industrial engineering and technical support. We also offer energy solutions like solar power, backup generators, and EV charging. When emergencies strike, we're always available for prompt and reliable electrical repairs.","1060 Capital Drive SW, Cedar Rapids, IA, 52404",Cedar Rapids,IA,52404,13193658677,estimating@acmeelectric.com,http://acmeelectric.com,"[""Electrical contractor serving Eastern Iowa’s residential, commercial, and industrial electrical needs. Services include residential, commercial, and industrial electrical services, engineering & technical services, energy solutions (solar, backup generators, EV charging), and emergency electrical services.""]",True
292,A&J Electric INC.,"At A&J Electric INC., we spark innovation with our cutting-edge electrical solutions. Our team of experienced professionals delivers exceptional service, quality workmanship, and product reliability, ensuring complete customer satisfaction.","TN Branch: 616 South Avant Lane, Memphis, TN 38105, AR Branch: 40 Snuggs Circle, Mayflower, AR 72106",Memphis,TN,72106,not available,ajelectric@aj-electricllc.com,http://aj-electricllc.com,"[""Experienced and innovative electrical company with a full service contractor, providing excellent service, quality workmanship, product reliability, and satisfaction.""]",True
293,ABCC GREEN TECHS,"Imagine a world where clean water, sustainable energy, and organic food are not luxuries, but necessities. ABCC GREEN TECHS is pioneering the future of integrated infrastructure systems, harnessing the power of solar, wind, and green building to create a healthier, more resilient planet. Our cutting-edge technologies transform waste into energy, and water into life-giving sustenance. Join us in revolutionizing the way we live, work, and thrive.","13450-76 Highway 8 Business, Lakeside, CA, 92040",Lakeside,CA,92040,16193281707,ABCCbioco@gmail.com,http://www.abccgreentechs.com,"[""Integrated Infrastructure Systems for Clean Water, Food, and Energy, Solar, Wind, and Green Building, Clean Water Systems, Waste-Io-Energy-To-Food Systems. Alliance BioConversions Company (ABCC) is the Holding Company for all the technologies of its own R&D and has long-standing affiliates with complimentary technologies.""]",True
294,Nexcess,"Nexcess revolutionizes the way businesses operate by harnessing the power of automation to streamline processes, boost efficiency, and drive growth. With a focus on cutting-edge technology and innovative solutions, we empower companies to thrive in an ever-changing market landscape, stay ahead of the curve, and achieve unparalleled success.","11900 Sam Roper Drive, Charlotte, NC, 28269",Charlotte,NC,28269,17047662060,,http://www.nexcess.net/,"[""Not specified""]",True
295,Aspen Solar,"Aspen Solar is a cutting-edge provider of innovative energy solutions. With expertise in designing, installing, and maintaining active, passive, and photovoltaic energy systems, we empower homes and businesses to harness the power of the sun. From heating and hot water to lighting and pumping water, our eco-friendly systems ensure a sustainable future.","P.O. Box 2391, Aspen, CO, 81612",Aspen,CO,81612,19709253659,mike@aspensolar.com,http://www.aspensolar.com,"[""Design, installation & maintenance of active, passive, and photovoltaic energy systems for heating, hot water, lighting, and pumping water""]",True
296,Green Globalist,"At Green Globalist, we're revolutionizing the way businesses operate through sustainable solutions. Our cutting-edge technology and eco-friendly products help companies reduce their carbon footprint and increase their bottom line. From solar energy to energy efficiency, we're dedicated to helping businesses thrive while protecting the planet.","3915 Beryl Rd, Raleigh, NC, 27607",Raleigh,NC,27607,13362071038,info@greenglobalist.com,http://www.greenglobalist.com,"[""Offers solar energy solutions, renewable energy solutions, energy efficiency and green products""]",True
297,12 Stones Roofing & Construction,"12 Stones Roofing & Construction is a premier provider of residential and commercial roofing solutions, backed by a team of experienced professionals and a commitment to exceptional craftsmanship. From roof repair and maintenance to general construction, we deliver top-notch results that exceed client expectations.","6933 Olson Ln., Pasadena, TX 77505",Pasadena,TX,77505,18328159463,admin@12stonesroofing.com/,https://12stonesroofing.com/,"[""Residential and Commercial Roofing, General Construction, Roof Repair and Maintenance""]",True
298,Alco Building Solutions,"At Alco Building Solutions, we empower businesses to thrive in a sustainable future. Our design-build approach integrates energy-efficient technology, renewable energy solutions, and power delivery infrastructure. Expertise in electrification integration includes electric vehicle charging stations, lighting systems and controls, solar PV and battery storage, mechanical systems, and building automation systems.","11636 Goldring Road, Unit A Arcadia, CA 91006
4320 Anthony Court, Unit 8
Rocklin, CA 95677",Arcadia,CA,95677,16265317676,https://www.alcobuildingsolutions.com/contact,http://www.alcobuildingsolutions.com,,True
299,174 Power Global,"174 Power Global: Revolutionizing the Energy Landscape

As a pioneering developer of solar power, energy storage, and green hydrogen projects, 174 Power Global is driving the global transition to a sustainable energy future. With a focus on innovative digital infrastructure and retail energy solutions, our goal is to empower communities and businesses with clean, reliable, and efficient energy options.","400 Spectrum Center Drive, Suite 1400",Irvine,CA,92618,18334617474,,http://174powerglobal.com,"[""Developer of solar power, energy storage, and green hydrogen projects. Also involved in retail energy and digital infrastructure.""]",False
300,Allegiant Electric,"Allegiant Electric: Elevating the electric experience. We ignite the power of innovation, delivering high-quality electrical services that illuminate the way for businesses across commercial, industrial, and residential sectors. From 3-phase power solutions to solar installations, our team of experts crafts tailored solutions that spark growth and success.","2480 N Decatur Blvd, 115, Las Vegas, NV, 89108",Las Vegas,NV,89108,not available,allegiantelectricllc@gmail.com,http://www.allegiantelectricllcnv.com,"[""Full-service electrical contractor providing high-quality electrical service in the commercial, industrial, and residential segments. Services include 3-phase power solutions, backup and emergency power solutions, lighting installations, EV charging stations, and solar installation.""]",True
301,"Cross Roofing, Inc.","At Cross Roofing, Inc., we pride ourselves on providing top-notch roofing services for both commercial and residential properties. Our expert team is dedicated to ensuring your roof is in top condition, whether you're in need of repair, maintenance, or installation. Trust us to protect your investment and keep your home or business safe from the elements.","3001 5th Street, Meridian, MS, 39301",Meridian,MS,39301,16014833369,Info@crossroofing.com,http://www.crossroofing.com,"[""Roofing services, including commercial and residential roofing, roof repair, maintenance, and installation.""]",False
302,jerseysolarenergy,"Jerseysola Energy Information is a pioneering platform revolutionizing the way businesses approach energy management. By leveraging cutting-edge technology and expertise, we empower organizations to optimize their energy consumption, reduce costs, and minimize their environmental footprint.","11 Ryans Way, Jackson, NJ, 08527",Jackson,NJ,8527,17325173939,,http://www.jerseysolarenergy.com,"[""This site is not published or does not have a domain assigned to it.""]",False
303,Aegis Solar Energy,"Aegis Solar Energy harnesses the power of the sun to revolutionize the way you generate energy. Our cutting-edge technology and expert installations provide a lifetime of guaranteed solar production, ensuring a sustainable and eco-friendly solution for your business. From solar electric to hot water and pool heating, our commercial solutions cater to your unique needs, empowering you to reduce your carbon footprint and save on energy costs.","81 School Ground Road, Branford, CT 06405",Branford,CT,6405,12032081856,info@aegis-solar.com,http://www.aegis-solar.com,"[""Solar Electric, Solar Hot Water, Solar Pool Heating, Commercial solar solutions. Designs and installs solutions with a lifetime of guaranteed solar production.""]",False
304,Dan Perkins Metal Roofing,"At Dan Perkins Metal Roofing, we revolutionize the roofing industry with innovative, high-performance solutions. Our team of experts crafts custom metal roofing systems that combine aesthetics, durability, and sustainability. From standing seam metal roofing to solar metal roofing, we push the boundaries of what's possible. With on-site roll forming and custom metal roof details, we ensure a seamless, worry-free experience. Trust us to transform your roofing needs into a masterpiece.","200 Washington Street, Ishpeming, MI 49849",Ishpeming,MI,49849,19064852045,danperkinsroof@gmail.com,https://www.danperkinsroof.com,"[""Metal Roofing, Standing Seam Metal Roofing, Metal Roof Venting & Insulation, Solar Metal Roofing, On-Site Roll Forming, Custom Metal Roof Details""]",False
305,Doctor Piper Inc.,"At Doctor Piper Inc., we specialize in revolutionizing the way businesses operate. With our cutting-edge solutions in repiping, tankless water heaters, and solar-powered technologies, we empower our clients to streamline their processes, reduce costs, and increase efficiency. Our team of experts is dedicated to providing unparalleled service, ensuring that every business achieves its full potential.","5972 W. Pico Blvd, Los Angeles, CA, 90035",Los Angeles,CA,90035,13106360010,contact@drpiper.com,https://drpiper.com,"[""Repiping, Tankless Water Heaters, Solar Water Heating, Solar Photovoltaics""]",False
306,Del Monte Electric Co.,"Del Monte Electric Co. is a premier electrical contractor dedicated to delivering top-quality electrical solutions to a diverse range of clients. With a commitment to excellence, our team of experts provides innovative and efficient solutions that meet the unique needs of each project. From residential to commercial and industrial properties, we strive to exceed expectations and build long-lasting relationships with our clients.","6998 Sierra Court, Dublin, CA, 94568",Dublin,CA,94568,19258296000,smullins@delmonteelectric.com,https://delmonteelectricco.com,"[""Electrical contractor delivering top-quality electrical solutions to a range of clients""]",True
307,All Season Solar,"At All Season Solar, we empower buildings of all kinds to harness the limitless potential of the sun. With a comprehensive range of solar system installation solutions for residential, commercial, and non-profit properties, we help our clients reduce their carbon footprint, lower their energy bills, and contribute to a sustainable future.","28 S New York Rd, Suite B3, Galloway, NJ, 08205",Galloway,NJ,8205,18888325050,info@allseasonsolar.net,http://allseasonsolar.net,"[""Solar system installation for residential, commercial, and non-profit buildings.""]",True
308,ADH Solar,"Unlock the power of sustainable energy with ADH Solar, your trusted partner for commercial and residential solutions. From solar panels to air conditioning and heating services, our team of experts delivers tailored solutions for a brighter future.","13260 W. Foxfire Dr. Suite 11 Surprise, AZ 85378",Surprise,AZ,85378,16236880663,info@adhsolar.com,http://adhsolar.com,"[""Commercial and Residential services: Solar, Electrical, Air Conditioning, Heating Services, and more.""]",False
309,Ace Solves It All,"Ace Solves It All is the ultimate one-stop solution for all your home comfort needs. With our comprehensive range of services, including HVAC, plumbing, solar, and electrical solutions, we guarantee to resolve any issue that arises in your home. Our team of experts is dedicated to providing top-notch services, ensuring that your home remains comfortable, safe, and energy-efficient.","1692, Dolores Dr., Kissimmee, FL, 34746",Kissimmee,FL,34746,14078504900,,http://www.acesolvesitall.com/,"[""HVAC, plumbing, solar, and electrical services""]",True
310,"Action Electric, Inc.","Action Electric, Inc. is a full-service electrical contractor dedicated to delivering exceptional quality and reliability across Residential, Commercial, Lighting, System Automation, and Industrial projects. With a commitment to innovative solutions and unparalleled customer service, we empower our clients to transform their spaces and streamline their operations.","901, Meredith Way Sparks, Nevada, 89431",Sparks,NV,89431,17753226633,larry@actionelectricnv.com,http://www.actionelectricnv.com,"[""Electrical Contractor offering a wide range of quality service which includes Residential, Commercial, Lighting, System Automation and Industrial.""]",True
311,Energy Doctors,"At Energy Doctors, we empower homeowners to take control of their energy consumption by providing innovative solutions for insulation installation, radiant barrier systems, and solar technologies. Our team of experts conducts thermal energy audits to identify areas for improvement, and our home air sealing services ensure a comfortable and energy-efficient living space.","Salt Lake County, Utah",Salt Lake City,UT,,18017083936,EnergyDocs@gmail.com,https://www.energydoctorshome.com/,"[""Insulation installation, Radiant barrier solutions, Solar technologies, Home air sealing, Thermal energy auditing""]",False
312,Gravity Mechanicals,"At Gravity Mechanical, we harness the power of innovation to revolutionize the plumbing, hydronic heating, and electrical trades. With a focus on commercial and custom homes, our team of experts brings unparalleled expertise and dedication to every project. Experience the Gravity difference.","2801 Kidron Rd., Orrville, Ohio, 44667",Orrville,OH,44667,13304667097,,http://gravitymechanicals.com,"[""Plumbing, Hydronic Heating, and Electrical trades. We specialize in commercial and custom homes.""]",True
313,Focussolarenergyinc.com,"Harnessing the power of the sun, Focussolarenergyinc.com delivers innovative solar energy solutions to residential customers. Our team of experts works closely with homeowners to design and install customized systems that reduce energy bills and increase sustainability.","17 N Beach Pl, Sacramento, 95835 CA",Sacramento,CA,95835,15595494681,gosolar@sunshine-pros.com,https://www.focussolarenergyinc.com,"[""Residential Installations, Solar Energy Solutions""]",True
314,Energize 806,"Energize 806 - Revolutionizing the way you harness the power of the sun! As a leading provider of solar power and energy solutions, we empower homeowners and businesses to take control of their energy needs. With our expert installation services, top-notch solar panels, and cutting-edge battery backup systems, you can trust us to illuminate your path to a brighter, more sustainable future.","122 09 Geneva Ave Lubbock, TX, 79423",Lubbock,TX,79423,not available,not available,http://www.energize806.com,"[""Solar power/energy solutions for homeowners and businesses, including solar panel installation, battery backups, solar systems, and power generators.""]",False
315,Green Energy Me,"Green Energy Me empowers individuals and businesses to unlock the full potential of solar energy. Through expert guidance and personalized solutions, we help clients optimize their energy usage, reduce costs, and contribute to a sustainable future. By harnessing the power of the sun, we aim to transform the energy landscape and create a brighter tomorrow.","414 W Broad Street, Bethlehem, PA, 18018",Bethlehem,PA,18018,12672256702,Kenell@greenenergyme.com,https://greenenergyme.com,"[""Educating on taking full advantage of solar benefits, providing solar options, and finding the best fit for clients""]",False
316,Absolute Electrical Contracting & Design,"Transforming spaces, empowering lives. At Absolute Electrical Contracting & Design, we ignite innovative solutions for residential and commercial clients. Our comprehensive services include Generac generators, battery storage, commercial EV stations, electrical services, EV charging, smart home solutions, solar energy, LED lighting, new home construction & renovations.","1200 Shames Drive, Unit A
Westbury, NY 11590",Westbury,NY,11590,1516863050,Aecd@absolutec-d.com,http://www.absoluteelectricalcontractinganddesign.com,"[""Electrical contracting and design services for residential and commercial clients. Services include: Generac generators, battery storage, commercial EV stations, electrical services, EV charging, smart home solutions, solar energy, LED lighting, new home construction & renovations.""]",True
317,ECO TECHNOLOGY HOME SERVICES,"ECO TECHNOLOGY HOME SERVICES revolutionizes the future of home energy efficiency, offering cutting-edge solutions for water filtration, HVAC, air filtration, and water appliances. With a commitment to innovation and sustainability, our team of experts empowers homeowners to reduce their environmental footprint and save on utility bills. Experience the power of eco-friendly living with ECO TECHNOLOGY HOME SERVICES.","16255 Ventura Blvd., Suite 910, Encino, CA 91436",Encino,CA,91436,18188496917,info@ecotechnology.us,http://www.ecotechnology.us/,"[""Specializes in the next generation of Home Energy Efficient equipment; Water Filtration, HVAC, Air Filtration and Water Appliances.""]",True
318,Guardian Home Energy,"Guardian Home Energy: Committed to keeping you comfortable at a cost you can afford, providing comprehensive solutions for energy efficiency, insulation, and acoustical services. As a trusted partner, we craft personalized plans to optimize your home's performance, ensuring a cozy and sustainable living space that meets your unique needs and budget. Our expert team takes pride in delivering exceptional results, exceeding expectations, and building lasting relationships. With Guardian Home Energy, you can rest assured that your home will be your haven, where comfort meets affordability, and energy efficiency meets excellence.","8932 W 81st Lane, Arvada, CO, 80005",Arvada,CO,80005,17207412148,Brian@Guardianhomeenergy.com,https://guardianhomeenergy.com,"[""Committed to keeping you comfortable at a cost you can afford, providing comprehensive solutions for energy efficiency, insulation, and acoustical services""]",True
319,Crater Electric,"At Crater Electric, we revolutionize domain registration services by harnessing the power of automation. Our cutting-edge technology streamlines the process, ensuring seamless registration and management of your online presence.",Oregon,Portland,OR,,15419151991,Not available,http://www.craterelectric.com,"[""Domain registration services""]",False
320,J&P Roofing Inc.,"At J&P Roofing Inc., we're dedicated to providing expert roofing repair and replacement services for homes and businesses. With years of experience, our team of skilled professionals has honed their craft to ensure that every job is completed with precision and attention to detail. From residential to commercial, industrial to metal and green roofing, we've got you covered. Trust us to protect your investment and keep your roof in top condition.","1891 E 68th Ave, Denver, CO 80229",Denver,CO,80229,13032877666,info@jproofing.com,http://www.jproofing.com,"[""Expert roofing repair and replacement services for homes and businesses. Services include residential, commercial, industrial, metal, and green roofing.""]",False
321,Green Solutions Solar and Renovations LLC,"Green Solutions Solar and Renovations LLC is a pioneering company that harnesses the power of renewable energy to transform homes and businesses. With a comprehensive range of products and services, including air conditioning, impact windows, roofing, solar, and home renovation, we empower our clients to reduce their environmental footprint while increasing their property value.","1041 Ives Dairy Rd, #236, Miami, FL, 33179",Miami,FL,33179,17867888414,sales@greensolutionsfl.net,https://greensolutionsfl.net,"[""Renewable energy products and services, including air conditioning, impact windows, roofing, solar, and home renovation""]",False
322,ADD SOLAR & ELECTRICAL LLC,"At ADD Solar & Electrical LLC, we're dedicated to helping businesses and homeowners harness the power of the sun and reduce their carbon footprint. Our team of expert electricians and solar panel installation specialists provide personalized solutions to meet your unique energy needs.From solar panel installation to EV charger installation, electrical panel upgrades, and more, we offer a wide range of services to help you make the switch to renewable energy. Trust ADD Solar & Electrical LLC to guide you through the process and ensure a seamless transition to a sustainable energy future.","8401 NW 8th St, Apt 408, Miami, FL, 33126",Miami,FL,33126,17869179217,sales@addsolarelectrical.com,http://addsolarelectrical.com,"[""Solar Panels Installation, EV Charger Installers, Electrical Panel Upgrade, Electrician services, Air Conditioning, Solar Pergola, EV Comercial Chargers, Parking Lot Lighting, Leasing Solar Panels, PV System Quote, Electrical Panels upgrade, Indoor LED Lighting, Outdoor LED Lighting""]",True
323,Parallels,"Parallels revolutionizes the way businesses operate, empowering consumers, companies, and Cloud service providers to streamline processes, amplify productivity, and unlock new opportunities with its cutting-edge virtualization and automation software. From Parallels Desktop for Mac to Parallels Server, Automation, and Panel, our innovative solutions enable seamless multi-OS management, server virtualization, and cloud computing automation.","3462, Webster Ave., Perris, CA, 92571",Perris,CA,92571,19512935086,,http://www.allstarsolar.com,"[""Virtualization and automation software for consumers, businesses, and Cloud services providers. Offers products such as Parallels Desktop for Mac, Parallels Server, Parallels Automation, and Parallels Panel, providing solutions for running multiple operating systems, server virtualization, and cloud computing automation.""]",True
324,Guth Electric,"At Guth Electric, we empower homes, businesses, and industries to thrive with reliable and innovative electrical solutions. From home electrical safety inspections to solar systems and EV chargers, our team of experts delivers exceptional service with a personal touch.","700 Weaver Lane, Dundas, MN 55019",Dundas,MN,55019,15076459760,info@guthelectric.com,http://www.guthelectric.com,"[""Electrical services for residential, commercial, and industrial clients, including home electrical safety inspections, solar systems, and EV chargers.""]",False
